class,Tweet
pos,'hope tomorrow is a nice day '
pos,'@e_tay, love the uno.  who doesnt?  '
pos,'goodnight everyone '
pos,'All going according to plan. ...Oh, joy '
pos,'@EvilTwinBrian Suckered Phil or Larry into the #Sci-Five? Did you guys get a pick-up game going over at the office today? '
pos,'Because of @Kells1 Ive been singing &quot;Im a little teapot...&quot; for days now.  '
pos,'@kannibal Hows your holy week coming along? Hope Im not bothering you but do you think we can get the froulala cards this week?  '
pos,'#iphone #spotify Im now able to run spotify on my iPhone, through a remote desktop session to my pc using Jaadu RDP. It works '
pos,'For your info, we didnt try the Laksa. I ate the tongseng, chicken lycee, the mango salad n fried shrimp. Was good. I like it '
pos,'Another sunny day here in the south of the netherlands '
pos,'@eri74 But now youve got a lot of catching up to do TWEETY was on a roll, hahaha so was D !! And the rest of us ofcourse '
pos,'If the iPhone was being promoted by Bal Thackeray, he would call it KAAYPhone  haaaaaaaaahahahahahah LOLOL'
pos,'@TerryFree Thanks.    Appreciate that....'
pos,'@tamarlovesu I CANT BELIEVE YOU PULLED THAT OFF!  Good shit, dude!  I SO wish I was there...  Sounds like it went well...  '
pos,'@CanUhandleMee Lemme pour u some hot Tea with some honey. Talk to me woman! '
pos,'@pawoot So you may just stay outside and wonder how quick the operation is. '
pos,'is still freezing in Melbourne but the comedy festival is on  #STAtravel'
pos,'Every bone in my body is aching but it was worth it ...The Prodigy rocked newcastle last night '
pos,'@IronChefShellie: LOL! Very good point '
pos,'@souljaboytellem http://twitpic.com/2y506 - aww... mwah  xxxx'
pos,'...when a national championship was won, and 87 band members. Welcome to an elite group. Cheers&quot; -Mr. Fuchss toast to us. go heels '
pos,'@Gerry_Butler you should have a vote and i vote yes!!!!! going on broadway would be amazing '
pos,'@stevenliemberg you should make a good morning train trip with tea and salty pretzels '
pos,'@GrantACummings Nah. Obama had UNC as his champ, Izzo should get a $479 billion bonus! '
pos,'@rachellondon Hahaha,maybe Twitter has a conspiracy and are checking all political based tweets '
pos,'@heidimontag hey heidi ! i love you and your music ! keep on doing your thing ! much love and support ya bwoi SALMAN !  reply '
pos,'My son has treated me to a yummy lunch today in Lygon st Carlton ... for my Birthday. Drove me in while on his Ls - Lovely surprise '
pos,'@Jennifalconer you too, good luck with the photoshoot, sure youll be fine! '
pos,'Goodnight, cant wait for school in the morning! '
pos,'@burlymulligan yes, theeee Target.  it may happen again this week '
pos,'There are people we dont like it? They must be very strange people...  re: http://ff.im/1XTfX'
pos,'And like that, she was gone! (But at least her hair is natural brown again) '
pos,'LMFAO! i put baseball when i ment to put golfball '
pos,'@ddlovato  let me know when and well make it happen.'
pos,'Ah, Twitter seems to be working again '
pos,'@Rhiand92 you fail at life and all that it holds. '
pos,'DS parties in the lounge are so much fun! '
pos,'If a dude can do this I will thank him and shake his hand '
pos,'@Adricorn Thanks for your Atwood advice - Ill put them on my list. '
pos,'is no longer concern about that someone.. hehe '
pos,'Morning  in the caravan at the mo and its freezing, but last night was classs  today should be awesomee'
pos,'I would marry someone if it meant they could stay. '
pos,'@sp2hari @anomit Neat, I found the answers, Thank you '
pos,'@andrewrondeau Welcome!  '
pos,'@jasonsalas Thanks very much, I appreciate it, and were the first site on the web with this review '
pos,'found it!  listening to blink then going to bed.. xoxo'
pos,'Phew, remembered an anniversary card   8 years today!'
pos,'@jeffreecuntstar Im sure many people do, Jeffree. '
pos,'is finally off to bed, made rescue videos and lost sleep.  Rescue me!  http://bit.ly/3pl6Dh'
pos,'@micktleyden Thanks Mick. '
pos,'@riax3x Im so glad youre feeling better *hugs*  '
pos,'@snarkattack hi  Id love to see a bumper sticker that read &quot;ministers make you scream for god!&quot; ... Im so going to hell now! '
pos,'getting ready to go away tomorrow. '
pos,'Happy Birthday to my wee lil one Michael Patric ORourke. Hes 1 year old now  '
pos,'my ex boyfriend once blamed me for making the freckles on his skin raise above the surface. he thought Id done it to him.  i said wtf'
pos,'@mony_ bonjour, Wii is more fun '
pos,'Too happy to wash away my grin '
pos,'@megelder excellent tip  Makes wonder what you liked best. Bones try at manipulating people or Ms. Strawberry *lol'
pos,'goodmorning, preparing for conference call with the goal to come up with improvement points for internal cooperation.... come to me ideas '
pos,'she makes every everything bad in my life seem ok in just a few words with her gentle voice..  http://twitpic.com/2y5ch'
pos,'&quot;Well be a beets cover band&quot;. I would pay money to see that '
pos,'Yep, Im receiving DMs, so at least some of you have no problems with DMs. I, however, cannot send DMs to anyone. Thanks for playing. '
pos,'Hi Rhian this is my first post on twitter so hope it works ok. My MBTs r fab - its a pity I can t wear them 2 work. Hv a good day  '
pos,'Umm. Did NOT see that one coming, lol ... '
pos,'@scotthardy Ill be in bxl tomorrow, so if you would have gone back tomorrow eve we could train together. But Thursday will be a bit late '
pos,'@WarWraith when has that ever stopped you '
pos,'just found that locavore = a person who goes out of the way to eat food produced locally '
pos,'@digitaldocs oh and that one, but the one before the talk ended inside the room, u know delegates asking questions at mic  When me cing u'
pos,'www.toutlemondesurcf.blogspot.com '
pos,'i dont know what im doing here       can you tell me what can i post here?'
pos,'@mpesce Yes you can do that '
pos,'so follow @tonyhawk. hes the coolest '
pos,'@littlewideworld i know but we can dream,wish or just hope! '
pos,'@rodrigo_grana heh.. I mean I drunk so much liquor recently.  No worries.  and hiro has gone today :-('
pos,'has conquered the Greek Exegetical Paper beast only little stuff remaining to finish it!!!!!!!! PRAISE JESUS   '
pos,'@dougiemcfly cmon... say me something. it will cheer me up  say hi you lazards!'
pos,'Another challenging meeting in French. I hope it will be productive and that I will be able to understand '
pos,'says RED buhok qku ! .. hihi ..  http://plurk.com/p/n07qu'
pos,'@fuelsource Hi! '
pos,'watchin movies... chillin '
pos,'Made my dad a myspace to bring awareness to Alzheimers...add him  http://www.myspace.com/460578844'
pos,'@webvisions Thanks for putting up with us!     #wv09 #webvisions'
pos,'Set up my twitter account! '
pos,'@marthaFRESH show on april 23rd...pomona college '
pos,'@dougiemcfly are yous having a good morning today dougie? :] it just became morning about twenty minutes ago here in america '
pos,'@slave_to_anime Enjoy the lens '
pos,'@tommcfly awake already? big question, and i have 79 thingys left, can i do an interview with you guys the 18th in Adam? please reply '
pos,'Day Is Done - heading for Bed - Keep the twitterverse safe '
pos,'But then theres all the rest. '
pos,'had an awesome day at work! Getting paid for what you love possibly has to be the best feeling EVER!!  '
pos,'@ragsmadison Ongina, perhaps? (contestant in RuPauls Drag Race) '
pos,'http://www.tweetstats.com can create wordles (http://www.wordle.net) of your tweets ... nice '
pos,'@Beogradoholik when I first got her, I was thinking of WeenKee or Oracle. But WeenKee is more cool and she has a real WinKey on her cage '
pos,'So tired. Finally getting some sleep. Nighty '
pos,'@annepmitchell Love your sense of humour! Its more about being fired up than burnt out  - Whats happening in your world this week? '
pos,'@Flying_hei Yes, thanks - just about to get some hot coffee and hoping that Normal Service will be resumed as soon as possible!  '
pos,'@LolKate18 You like Ladyhawke? You are so cool '
pos,'The essays are finished and Im going hoooooooooome '
pos,'mils sms this morn - &quot;good morning. how are u?&quot; so tahching '
pos,'yeay have a parking space from tomorrow  thats an extra half hour in bed in the mornings - apart from the day I have to fly get up at 0515'
pos,'@mschaffel nice one, does that mean youll put up an avatar too '
pos,'@lesley007 I know - are you still on shits, sorry I mean shifts '
pos,'@grahambattersby holyshitholyshitholyshitholyshit '
pos,'off to London, back online 14Th of April, so C U then '
pos,'@Twilighter4Life but, thanks '
pos,'@kalemeow  thanks!'
pos,'goood morning world. I wonder what sort of adventure you have in store for me today? '
pos,'@JasonAten The D700 rocks every day '
pos,'Good day today: out door totally prepared early, sun shining and salsa tonight! O and listening to Close to Me! '
pos,'@Gracelisa @Danielle07 What happen to MSU   GO UNC lol !!!'
pos,'Whew i love the movie &quot;Passengers&quot; '
pos,'@jaybrannan while i cant speak for beyonce, i would think she would say that you deserve something better '
pos,'@peppysophia Welcome! Have a nice (twe)Day '
pos,'Actually Ive been sleeping for about 6 hours. Just not been good 6 hours of sleep. I should feel fine. Im goooood  '
pos,'@kenyonluke around about mid may for 3 weeks '
pos,'Cant wait for tomorrow '
pos,'@maikoann Yummy caramel latte goodness - mum youve got me onto something here!! LOL  http://twitpic.com/2y5cy'
pos,'@SirGoose LOL Start over  if u were a melerr dude, go firearms or big-guns - or vice versa! same for Good-Evil. lotsa fun!'
pos,'@StephenChallens I am looking forward to some funny tweets from you  have a nice day XX'
pos,'EBTM.com is BACK?! '
pos,'@Artytypes No - I wont say what I was gonna say - morning '
pos,'Long day. Hope I can catch a few Zzs as a result. Grabbing blankey.     then off to chair. Gotta B up in just a bit 4 the bloodletting. '
pos,'good morning internet. my iPod touch might come today  (even if it does, Im not using it until sunday.)'
pos,'wants to go to a baseball game doesnt care who...someone take me '
pos,'@friendlypharm  too bad its true, for the most part '
pos,'Another day another... coach load of Brummies '
pos,'@Candacegirrl Thank God I dont have to take bio! '
pos,'awake.... on the phone  txt me!'
pos,'10 blisters from last nights gig, 4 of which have turned/are turning into ulcers of sorts. Still, same gig tonight, again. '
pos,'wants to find time for scrapbooking '
pos,'@therealsavannah  dream - miley cyrus? YEAH!! amazing '
pos,'@economicwoman Thats way too sweet - thanks for the kind words!  '
pos,'Dear Mr Rudd... Fiber-To-Home? Ill believe it when I see it... And when I see it, Ill hump it  http://ff.im/1XYYd '
pos,'Dansu o shimasho. Ne, ne? Hip hop combo in front of adult hippidy hoppers--not cool. hip hop combo-mint. hip hop isolation- awesome '
pos,'is it night everywhere? or any daylight there.. '
pos,'@bondibeachgirl great! just enjoying my coffee while the boys are out at footy training '
pos,'Just audited an amazing acting class. So excited to start now! '
pos,'http://twitpic.com/2y5d4 - my senior picture '
pos,'Back from work time for my morning coffee!!! '
pos,'@nmogha9 Ive never seen that movie, but I like the quote '
pos,'I love my toothpaste. '
pos,'@MabelleK Hola! Yes, one of these days!  Good knight! '
pos,'Hey, hey, hey! Todays my last day!!!! '
pos,'Coachella next weekend!!!!!!!!!! Paul, ill be seeing you there....  pure happiness '
pos,'is watching Twilight for the millionth time. '
pos,'@MindyNeedsHubby hey you...hows the husband search going ? spring is in the air...ripe time for the pickin  '
pos,'Chriiiiiiiiiiiist im tired...too old for this shizzit nowadays!  think will go get a cup of joe to wake me up'
pos,'Stick around ... we will soon unveil Hacker Evolution for the iPhone/iPod '
pos,'love the jonas brothers '
pos,'Taken my black 2 sleep Good Night Twitter Familyyyyyyyyyyyy  / if u aint hierd the new music listen now myspace.com/russianrullet1 Enjoy'
pos,'tweetstats and wordle just amused me for half an hour. good times '
pos,'It happens to me loads. If you reply - my ID is ramdomthoughts NOT randomthoughts - I spell it wrong deliberately. '
pos,'@Monica_Hughes heyyyyy missy! Welcome '
pos,'@derivadow Lifes to short to Scoble it. Did you read Gillmor article re FriendFeed: 15 journalists, technologists, and Robert Scoble.   '
pos,'@Natikirk hey, thanks for follow  enjoy'
pos,'Good morning everyone! Got a package from Granma...lets see whats inside!  '
pos,'GOING TO BED! NIGHT! '
pos,'Close my eyes, all I see is dresses. LMAO. Listening to James Blunts &quot;Same Mistake&quot; '
pos,'@timlovejoy aye, hardly suitable for me to watch at work, had to close it down sharpish '
pos,'is last day of uni tomorrow '
pos,'@ddlovato I just saw your interview with katie &amp; karleigh!!  youre so awesome demi! I hope youll come to germany one day  '
pos,'@edinatl yup, HAWX is awesome, I love that game  Co-Op multiplayer taking on tanks, bombers, fighters! Its amazingly fun '
pos,'Dear God, thanks for a great day.  Now please help me through these 2 midterms   And...into Notre Dame?  AMEN!  Good night!'
pos,'Ahah LOL  oh tom and dougie. FUNNY BOIZ'
pos,'@marshawrites Thanks so much! '
pos,'@suehenry Great thank you I might chat with him. Thanks '
pos,'@huesudito De moment em queden 4 temporades de The Wire  i vaig a comen�ar amb Mad Men...'
pos,'TCK is going to bed. When I wake up, its warm up and get to work!  Goodnight World!'
pos,'@billglover Yeah, and then call forwarding to my Chinese cell phone. Want to test local call to # -&gt; cell, and I cant call myself '
pos,'Weekend was crazy! 3 parties and got back together with my girlfriend  things are going great'
pos,'Second attempt:hi Stefan!you�re so pretty! '
pos,'@janelle73 love you little baby sister.... cant wait til next semester '
pos,'did some tafe work and am going to do more tomorrow when im at mummas place.. going up for another baking day '
pos,'@susanstn it is more abt u r heart and where u want to go in Biz  As for love that is a different question LOL '
pos,'@mrgarylee Awww that was nice! Thanks  and of course you are very welcome!'
pos,'@miss_tattoo I wish you could, too!  Im hopin to get that facetime!  gotta give him that scarf ASAP! should I go a day before or 2?! '
pos,'lawl I killed this guys dog and then 1HKOd him  http://artheido.mybrute.com/tf/449466 '
pos,'@dougiemcfly yell something like angelina jolies on the tele! worked with my dog '
pos,'Had a really good day today. Now its  time for bed.  '
pos,'eating ice cream '
pos,'@SaphInfection Oh, OK. That explains it. And puts my universe back into balance a bit. '
pos,'going to chase some pills with some vodka, should be interesting '
pos,'@guardian_renata  youll have to persuade them '
pos,'@Melissa808 no pillow for you! hehee... I hope youre layover isnt too long.  Almost there! '
pos,'@andyclemmensen haha ur gonna get waay pissed at us. ur using that pic i sent u as ur facebook picture!!  read the message i sent u on fb'
pos,'eleonoraelitoday Ive got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD itll never happen ... '
pos,'@RulerofDazzle Right. Ok. Already had that. Im sorry, I thought I missed something else. I didnt mean to look dense.  '
pos,'@TheEllenShow Oh, Ellen... Please tell me Dr. Manhatten was wearing clothes!  Know that the GF was a little shocked when we saw Watchmen'
pos,'@ExpectToConnect ill be sure to  look forward to seeing it!'
pos,'Im going to shop with my BFF today, its gonna be fun  i can t wait '
pos,'@timdp, which train? '
pos,'i think its time for a myspace eedit.. i just ceebs doing it.. besides i am writing my diary for amelia '
pos,'@Jon_Favreau http://twitpic.com/2x2e6 - Thats awesome! '
pos,'Hey fellow Tweeters please follow BGLuxuryBandB  Huge things coming really soon! Super Super cute stuff '
pos,'just got done watching HAARP for like the 5th time now. amazing dvd. '
pos,'@sian_the_mouse yay! a duck! if i want anything watching me itd be a duck!  lol'
pos,'@nick_carter check it out  http://www.bored.com/pranksite/index.htm'
pos,'Setting up new systems for contributors '
pos,'The sun is shining! Can I get work squeezed into a morning and escape for an afternoons walking? '
pos,'@vavroom thats ok I have eye fillet coming in about 6 minutes '
pos,'got up to take the Mr to work on his birthday '
pos,'@ShannaMoakler Im afraid to fly too. What do you do when you HAVE to? I usually pop ativan and valium. Or maybe Ambien.  Works ok!'
pos,'@RonGetzLucky hello!!! Thanks for sayin hi!! I hope you like to watch!! '
pos,'@bebe33 Hes got other qualities... Im pretty lucky  '
pos,'checking out diigo for #openaustralia #publicwhip for UK &gt; Aus parliamentary info translation, unless youd like to bring some Lords over '
pos,'Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!'
pos,'@rosenstand @anderssaugstrup [uk] Its hard to tweet [dk] &quot;I dag har Anders f�dselsdag..&quot; [dk] within just 140 characters '
pos,'@TregorySullivan w00t! I rate 78% of your @ asshattery? Awesome! Now I need to follow the other people you bug. '
pos,'Too cute for words. '
pos,'my flow so tight '
pos,'...feeling better . Ill be fine...I guess...I hope... '
pos,'@ainaalano gonzo...continued from last post '
pos,'I have the greatest boyfriend '
pos,'@abacab1975 yep...off to work soon '
pos,'@dougiemcfly morning mr poynter  ur up early'
pos,'My sister is currently telling me how 21 year olds should be at the bar, not reading books. Maybe Ill take a book to the bar with me '
pos,'enjoying the nice weather '
pos,'@trendhunter Very nice pics! Thanks for sharing it  '
pos,'@Hollywood_Trey '
pos,'is so anxious for thursday! I cant wait to see mike its been 3 and a half months! '
pos,'@FinancegradTH Some days I have too much to say. Not a bad thing to be at a loss for words, you use your brain for much greater things. '
pos,'Ordered my DSi and GTA. Cant wait '
pos,'@Mjamme Id like to put myself forward as one of your 100 men. I cant tick any of the boxes, but I m a nice guy anyway.  '
pos,'@radcs when are you putting a photo up? '
pos,'oh wait, thunderstorms tomorrow?! ohSHIT, then YAY!!!!  i love love love thunderstorms! gnight again haha'
pos,'@gwane and Id go with either a nose ring or an eyebrow bar... In my opinion '
pos,'what that - dissertation script is finished and with his tutor for final reading  COME ON!'
pos,'@SITSGirls it does indeed. hope you are well too! why are you awake at this hour? '
pos,'http://twitpic.com/2y5h0 - Ukey my new uke '
pos,'@KateKendall me too! Nice work Kate '
pos,'@sannewielenga thank you '
pos,'@JMatthewFlyzik &quot;i poke her face&quot; by kid cudi feat. kanye west and common is better '
pos,'off to work now,tweet you guys at lunchbreak '
pos,'talking to @davids2nd ...cant wait to hear the track david and @neljay Recorded '
pos,'designing my graduation announcements '
pos,'@joshinthecity Well ill have you know I got one. AND and Iron. AND a heater. WAY DOMESTICATED '
pos,'is getting ready to install our BI stack again '
pos,'today Ive got b-day  yay I wish, that some celebrities wish me happy b-day xP haa xD itll never happen ... '
pos,'@abhisheknagar quite similar to what happened with GW Bush in Iraq '
pos,'@Zygoatsalami  sure, we need to get together to brainstorm up some blueprints.'
pos,'Mum, if youre reading this I just want you to know I think you rock.  We shall enjoy the 400 together '
pos,'@unitechy I found the answers, Thanks '
pos,'@CHRISDJMOYLES I`m excited for you  I have no idea why your going but it must be all good'
pos,'@MANDY_EMMERSON I know you do, Go TEAM GB '
pos,'@LFTA ...And Prince - Erotic City (Feat. Shelia E) '
pos,'DONE dun dun.  I guess were getting off the computadora. Night.'
pos,'shopping shopping shopping!  Im in desperate need of some shorts n stuff for Spain! B-)'
pos,'@mcflykaiserflik sam and dean  im in the modd for watching it now...'
pos,'@annikarae Thats a superb picture, doll face '
pos,'Although I am heading back to PC land for a some time, Id still like a Mac Pro at some point  http://is.gd/r9zI'
pos,'@oedesigner great link, it can certainly help a lot thats for sure! just got to know what to do and what not to do '
pos,'first i gotta set up some other anti spyware programs to give my dearest Spybot some company '
pos,'Its great to know to be in your thoughts!!and...yes..we are lucky. '
pos,'@KavisMusings [Two mules cant make a race horse] Interesting. But, Ive read that mules are smarter than horses &amp; do more work '
pos,'@Halliway danke '
pos,'@babysitterdirec I was one of 5 kids  We didnt go on many holidays; there was too much to organize lol!'
pos,'I have worked out how to Integrate Twitter into a web page '
pos,'Follow Follow Follow lmaoo '
pos,'www.killerjo.net try not to focus on science '
pos,'TIme to head off and start another day of work.. hope yall have a good one.. catch you when I return '
pos,'@RealPaulRudd , nice interview On Letterman!! I love your personality, charm and  sense of humor... '
pos,'Birthday wknd was a success, and got some, and then some '
pos,'On my way to a business coaching client. I look forward to It! '
pos,'@nicolerichie yes I had all the books as a child '
pos,'@mariapetersen Ill try my best to be at the Heather tomorrow for the tweetup '
pos,'@bronte_saurus Being a grownup with no responsibilities is awesome, though. '
pos,'@brandyfan4life glad to see you here... I heart other Brandy fans  goodnight!'
pos,'@levimorales well, im doing good here as well  and having fun at the same time. have a wonderful week as well '
pos,'Believe it or not, I actually did it... '
pos,'@beastoftraal so the bata line will change from &quot;the world at your feet&quot; to &quot;the world in your face&quot; '
pos,'@gajgupta i see u r into gardening these days.. not bad '
pos,'Finally is a VERIFIED PayPal member '
pos,'just watched &quot;how to lose a guy in 10 days&quot;. i might have cried a little '
pos,'@cartman +1 '
pos,'@ricklondon oh now who is comfortably Dumb '
pos,'Were on most sessions in #AdTech Paris btw. Feel free to DM or reply to meet '
pos,'@aulia @savitri - I definitely missed something  Its my first ;)'
pos,'@OfficialPRofOZ back at ya '
pos,'@mpesce they leave it on the street and string the hose up over the balcony '
pos,'@CiaranCuffe  #bludget #B09 But Budget 09 happened in October, remember? '
pos,'@InnaLA_RE It is very simple.. Use firefox or IE n just copy the updates n paste it.. '
pos,'@sian_the_mouse woot!!!!!! '
pos,'vegetarian recipe, a great experiment '
pos,'i love to drink... water! so pure  today was a GOOD DAY!'
pos,'Dull greyish day in Brussels. Wearing C&amp;S N�88 from a sample and loving it as usual. Will definitely be buying it at some point... '
pos,'@Tsarnick  Man, cheese popcorn on Food Network! Me want!'
pos,'@DHughesy You can actually swear you know lol. theres even somewhere that counts your swears.much fun...www.cursebird.com '
pos,'@Neil_Duckett Cool pics. In Kyoto geisha are usually called &quot;Maiko&quot; '
pos,'its 3:33am and Im finally going to bed! '
pos,'@jnarin oh i didnt know what you were talking about. got it now. while i cant imagine, i am sure they dont realise what it means. '
pos,'Little work out was good  Specially since we were watching the Hills at the same time lol'
pos,'Watched &quot;Snatch Wars&quot;. Hilarious! Cheers @twll  http://www.youtube.com/watch?v=kDKiQfBs9lo&amp;fmt=18'
pos,'Just added myself to the Twitter Directory, you should too  http://justtweetit.com/graphic-designers/'
pos,'Just getting ready for work oh joy is me! Roll on holiday '
pos,'Apparently I was playing Risk on a railroad track, HARDCORE RISK PLAYER 4 LIFE!!! '
pos,'@anbudan_BALA agreed &amp; accepted sir. 2 mistakes are not UNPARDONABLE '
pos,'If you could see me now! Sat here with Tartan blanky across my lap like OAP, hair looking like a knitted rug, bright pink Pjs &amp; a smile! '
pos,'@ninaneverknew ill be there as well! maybe tomorrow '
pos,'Followers, The More The Merrier! '
pos,'studying for a test, designing 2 logos, starting on my final project, and playing with InDesign. totally happy '
pos,'@dougiemcfly have fun '
pos,'cant wait to see cody wednesday  i love my boyfrieeennd'
pos,'OK..one hour and counting, 4 days off and going to enjoy every minute of it! hair done, spa, kickboxing, hiking!!! ahhh cant wait  '
pos,'how come only audrey updates twitter. i need to follow more people.... sorry audrey '
pos,'@ginoserge Now look SERGE dont try to escape your identity  hehe  How are you man?'
pos,'working, tweeting, facebooking and enjoying a raspberry mocha latte '
pos,'@somemandy blum boleh dong, maaf ibu hamil '
pos,'Ok, sun not shining now, but still happy '
pos,'I got a half-decent nights sleep. '
pos,'Good Morning! Determined 2 make it sweeter than b4... '
pos,'Eventbox testen.. '
pos,'in the meantime, trying to figure out a new background for my twitter '
pos,'Is about to go home '
pos,'@radiogrinch Hi Grinch! I really would like to here your English podcast even if taking in consider the fact I am native Russian speaker '
pos,'Welcome to the Coffee OnLine Twitter page! Please feel free to follow us in the Twitter World! '
pos,'My mate is currently on Deal or No deal!  '
pos,'@DonnieWahlberg hoping to come to Chicago for a third time!  You are competing with No Doubt this summer though '
pos,'@mamlamarquise Beautiful earrings! Very gentle '
pos,'Starting a new day, a rainy day but inside me the sun allways shines! '
pos,'@1indienation use it on apps. '
pos,'Will it work, wont it. Will it work, wont it.    '
pos,'@TimNoonan you should buy an ex army hummer... wouldnt matter if you ran into anything '
pos,'is amused that she gets to bully her aunt at work!     '
pos,'@CHRISDJMOYLES next time come to Hemel Hempstead '
pos,'@Willie_Day26 '
pos,'@beautifulpyre Thanks for the Vodou Music.  Just what I need to send me to sleep.  '
pos,'@tomblackuk because its great lol. Just finished '
pos,'is playing SUPERPOKE PETS ..  http://plurk.com/p/n09nq'
pos,'I found my motto: If you hit on my woman I will hit you '
pos,'it was SOOO simple...but i knew i would get it!!  *smiles REALLY big* good night!'
pos,'Does anyone know where I can get real copper ear wires in the UK, I dont want copper effect, I need the real thing, help me please! '
pos,'@AmineB whassup? '
pos,'Listening to the sleepy ramblings of Emily... Im sure it is a very interesting story '
pos,'really likes diet cherry vanilla dr. pepper. its amazingness in a bottle '
pos,'I just finished the seat of my bench! But enough Maya - Im going to sleep now. Hope to finish it tomorrow. Im going to dream in 3D...  '
pos,'Ive always wanted to try that...  http://www.bypassfirewallnow.com - &amp; guess what - It works!!'
pos,'@nrlfanclub I know, crap site huh? '
pos,'@FUCKCITY dude youre totally rocking the stache!! Avocardo handrolls are so damn good.. Thanks for dinner insirstion Andy '
pos,'@Solarys_30 Thanks '
pos,'gotta finish off with the remaining 30 MCs left in the morning '
pos,'@voidet hey! What have you been up to? '
pos,'Got a 3.5 in French!      bobo sa exam!  YEY! 75% lang haha///'
pos,'@stephenpearne morning '
pos,'trying to work out exctly how Twitter works...shouldnt take too long lol '
pos,'@wandaharland i will continue to smuggle whole crates in my bra then! '
pos,'@isedo sush, memory- champ  Good morning honey '
pos,'@akshatk Heh! It was hilarious! But why do they always miss!!??! '
pos,'@makeupbylinvia read your blog, LOVE the pics, i wish i could do that lol '
pos,'@BrokenRoses haha yes it did  ill just say that my parents arent available or whatever. you know for chi1 it isn t cumpulasary. ffs '
pos,'@robs_maid with the flashing. at me specifically '
pos,'@bulhaa libey thaa libigannaaaashe.... goooood miadhu ekkoh ves nidhaa... '
pos,'@waivethesale Yes! FM, the best way to listen to the radio  Will be very sad if its switched off. I like DAB, but FM ... *sigh*'
pos,'@imalexevans omfg you watch skins?! youre officially perfect! '
pos,'@j0anna_rae   lol... it is a great series. I like the 3rd book the best! '
pos,'@AdamBuxton1 yayy. You guys are up for 4 sony awards.  *does small dance*'
pos,'Had such a good time tonight...it was needed...thanks sistahs! '
pos,'@Metroknow what? so early? lame. '
pos,'@peekay id say the interaction is greater on Iains show...real time wise. Plus A&amp;J are nominated else where so fingers crossed for Iain '
pos,'@0xdeadbeef yup, looks expensive. But in the states people get a boat or a car as &quot;l�nef�rm�n&quot;, maybe you need a new monitor?? '
pos,'Morning All.  Reading the Secret and it Works '
pos,'am in an Internet cafe somewhere in Los Banos...need to submit something '
pos,'is talking about twitter and similar stuff '
pos,'Made a Time Table for Blogging for the first time! Hope it works well for me '
pos,'@felipezee I have to disagree... he is cute until you look at him. '
pos,'@dagfinnr  any reason in particular?'
pos,'10 things i hate about you  then bed'
pos,'is thinking about focusing more. I dont want to be known as one of these people: ???? = all talk, no action. Goodbye online world! '
pos,'@warrenparkinson the production is called Block Party. We dance while playing and making constructions with huge blocks '
pos,'@DonnieWahlberg ok, so you reading this is highly unlikely but i dont care cuz i cant sleep..suggestion..If you go away..just a thought  '
pos,'@theollymann sounds like you celebrated the nomination properly!  best of luck. so excited for you all! '
pos,'@hanseric You can call me Faith. '
pos,'listening to music... '
pos,'@thisismyiq goodnight luv '
pos,'@MinaMeow I decided against it a while ago.  But, im a statistics and research geek   so, the information is fascinating to me.'
pos,'@kaleenka Ive never been to a casino, far too poor!!! '
pos,'@musiqvixen yay ali you have this  u will get hooked its fun'
pos,'weeeee!!!!! just found sum sweet old music '
pos,'@thejacksonfiles '
pos,'Just had my bath. '
pos,'good morning...still at miris house, but today i will be alone again...so my best friend give me a call '
pos,'&quot;best decision of my week. I mean, like, not my whole week.&quot; '
pos,'@litrik I prefer dutch hosters ... you can still drive there and dont feel guilty when you are kicking their asses '
pos,'@nova937music wow! artistic '
pos,'smaaack that ass! hahhahahaa  i make myself laugh!! oOooOh sleeeep! ahha gniite!'
pos,'@rnmetty Yeah, I think youre right. Just kinda annoying to be ignored. Oh well. '
pos,'Guitar Learning System   http://www.extremetech.com/article2/neg,2845,2344543,00.asp'
pos,'trying to work out exactly how Twitter works...shouldnt take too long lol '
pos,'Sinon Hello twitter '
pos,'having a day off '
pos,'@boobsie_lu oh before i forget.. you gotta go see montell jordan friday cuz yo man t shammond is performing.. ahahhaha!  good night love.'
pos,'@tommcfly i reckon you guys should do radio 1s big weekend! if your worried you wont have a place to stay ill happily give up my bed '
pos,'in-laws and b-day boy carlos are all in dreamland. im so happy they are here.     '
pos,'repeating thats the point of twitter many times  '
pos,'@meyuy  means u should go and shop new pants  '
pos,'@la_oof Hmm, for that, I would need to know what a splash page was   The graphic on the first page is a vector  of an old TLR.  That it?'
pos,'@alexiaaa well i like them better than the chocolate and milk (?) ones '
pos,'@AndyVV Win! I would suck at the beer tasting one... but it would be good for a laugh! '
pos,'Just installed Facebook and Twitterific apps to iPod. Im excited! These are neat! '
pos,'@SaphInfection Because...the Simpsons! At your fingertips! Especially the early seasons that dont get rerun much. Sweet/neat/cool/etc. '
pos,'@irfanahmed Its always good to meet up with people, and drinks (even Coca Cola) help  Meet-ups arent huge, but regular &amp; friendly. '
pos,'@joeallam Challenge Exceeded! Nicely done sir '
pos,'@tyefighter Green and blacks? '
pos,'Ahhh...signs of life in twitter land '
